geo_name,geo_sumlevel,geo_id,income_below_poverty_2013,income_below_poverty_2014,income_below_poverty_2015,income_below_poverty:pop_poverty_status_2013,income_below_poverty:pop_poverty_status_2014,income_below_poverty:pop_poverty_status_2015,income_below_poverty:pop_poverty_status_2016,income_below_poverty_2016,pop_poverty_status_2013,pop_poverty_status_2014,pop_poverty_status_2015,pop_poverty_status_2016
"Fleming County, KY",county,05000US21069,3182,2830,2907,0.221834913552705,0.196092017738359,0.201065154239867,0.223129063494259,3226,14344,14432,14458,14458
"Floyd County, KY",county,05000US21071,11174,11342,11441,0.289040068289402,0.295480005210369,0.300470100060404,0.307036928565723,11532,38659,38385,38077,37559
"Franklin County, KY",county,05000US21073,7884,7175,6990,0.166234423429692,0.151090801886792,0.146054033724064,0.147062502606013,7054,47427,47488,47859,47966
"Fulton County, KY",county,05000US21075,1399,1517,1641,0.221887390959556,0.24646628757108,0.274277118502424,0.267189899334585,1566,6305,6155,5983,5861
"Gallatin County, KY",county,05000US21077,1741,1340,1294,0.207015457788347,0.159220532319392,0.15349940688019,0.135595252367822,1131,8410,8416,8430,8341
"Garrard County, KY",county,05000US21079,3181,3462,3653,0.190707434052758,0.206723592285185,0.217014198300956,0.19277179699515,3259,16680,16747,16833,16906
"Grant County, KY",county,05000US21081,4353,4419,4445,0.179549579277347,0.182625945365128,0.184409226684368,0.201702657807309,4857,24244,24197,24104,24080
"Graves County, KY",county,05000US21083,6804,6811,6342,0.18649270913277,0.185242602262837,0.172524483133841,0.183941208492107,6758,36484,36768,36760,36740
"Grayson County, KY",county,05000US21085,5884,5871,6119,0.23314050241699,0.231506309148265,0.239866718933751,0.241985119395427,6212,25238,25360,25510,25671
"Green County, KY",county,05000US21087,2432,2323,2216,0.218724705459124,0.210645629307218,0.201491180214584,0.195990888382688,2151,11119,11028,10998,10975
"Greenup County, KY",county,05000US21089,6464,6482,6355,0.178642493919965,0.179795850438256,0.177009637346109,0.175638187575308,6268,36184,36052,35902,35687
"Hancock County, KY",county,05000US21091,1215,1372,1360,0.142238351674081,0.160112031742327,0.158213122382503,0.17133271633503,1481,8542,8569,8596,8644
"Hardin County, KY",county,05000US21093,16127,15444,14886,0.157932878281903,0.149034518031015,0.143138744386857,0.14254442812293,14847,102113,103627,103997,104157
"Harlan County, KY",county,05000US21095,8943,9035,8661,0.313185081421818,0.320754047145697,0.312220620043259,0.323910181392627,8857,28555,28168,27740,27344
"Harrison County, KY",county,05000US21097,4256,3965,4069,0.23085267954003,0.217153184730818,0.221743869209809,0.189675870348139,3476,18436,18259,18350,18326
"Hart County, KY",county,05000US21099,4806,4687,4507,0.266378450282674,0.258635912150977,0.248634633419761,0.241728042211718,4398,18042,18122,18127,18194
"Henderson County, KY",county,05000US21101,8035,8384,8602,0.177498453653795,0.184787639681735,0.189517283923418,0.191520757625812,8696,45268,45371,45389,45405
"Henry County, KY",county,05000US21103,2586,2664,2798,0.170805812417437,0.176097303014278,0.182708632623743,0.172556902924583,2661,15140,15128,15314,15421
"Hickman County, KY",county,05000US21105,852,733,675,0.183383555746879,0.160323709536308,0.150066696309471,0.167743372688795,753,4646,4572,4498,4489
"Hopkins County, KY",county,05000US21107,8607,7867,7799,0.187700359829899,0.173098926245379,0.172212776293418,0.161354669976506,7280,45855,45448,45287,45118
"Jackson County, KY",county,05000US21109,4550,4198,4163,0.341925302472383,0.3166628950743,0.314354753454655,0.330966231019113,4381,13307,13257,13243,13237
"Jefferson County, KY",county,05000US21111,122492,123145,121683,0.167366006222323,0.167301118918361,0.164315470363043,0.160118787667045,119158,731881,736068,740545,744185
"Jessamine County, KY",county,05000US21113,7953,8092,9190,0.168606500031801,0.170508660289098,0.190711380426662,0.187201704254491,9139,47169,47458,48188,48819
"Johnson County, KY",county,05000US21115,5553,5774,5977,0.24328587075575,0.253301162535644,0.262806138152399,0.261705208653298,5964,22825,22795,22743,22789
"Kenton County, KY",county,05000US21117,21707,22779,23432,0.137092801475325,0.142907332007503,0.146031983447382,0.135669887569142,21805,158338,159397,160458,160721
"Knott County, KY",county,05000US21119,3598,4097,4308,0.231293391617382,0.265246665803444,0.280999282499511,0.315713060120108,4784,15556,15446,15331,15153
"Knox County, KY",county,05000US21121,10812,10495,10093,0.346627340343678,0.337698693609627,0.325917075691036,0.344119840472099,10613,31192,31078,30968,30841
"Larue County, KY",county,05000US21123,2351,2479,2460,0.169429230325742,0.178769741111993,0.177758508562757,0.164053426248548,2260,13876,13867,13839,13776
"Laurel County, KY",county,05000US21125,12732,13674,13588,0.218069709685707,0.233141804913812,0.231375687503193,0.228447910485717,13475,58385,58651,58727,58985
"Lawrence County, KY",county,05000US21127,4258,3692,3548,0.270263408441764,0.235354114872187,0.226926766869204,0.224111578142912,3519,15755,15687,15635,15702
"Lee County, KY",county,05000US21129,2488,2274,2003,0.372065201136534,0.334264295163898,0.3201726342711,0.384364820846906,2360,6687,6803,6256,6140
"Leslie County, KY",county,05000US21131,2486,2600,3051,0.226061653178139,0.238992554462726,0.284502051473331,0.324546485260771,3435,10997,10879,10724,10584
"Letcher County, KY",county,05000US21133,6016,5760,6614,0.252518468770987,0.244596373519045,0.28447311827957,0.298354265915981,6889,23824,23549,23250,23090
"Lewis County, KY",county,05000US21135,3929,4471,4151,0.291447222016171,0.330377595507278,0.308189175142921,0.282389042736322,3773,13481,13533,13469,13361
"Lincoln County, KY",county,05000US21137,6168,6057,6039,0.254067636034106,0.249608505728179,0.249648615130219,0.251915708812261,6049,24277,24266,24190,24012
"Livingston County, KY",county,05000US21139,1581,1441,1362,0.168838103374626,0.154464572837389,0.146893874029336,0.138834741173923,1282,9364,9329,9272,9234
"Logan County, KY",county,05000US21141,5613,5685,5103,0.211867285698109,0.214487832484437,0.192755156002115,0.181135794980666,4778,26493,26505,26474,26378
"Lyon County, KY",county,05000US21143,1177,980,1002,0.168383404864092,0.138810198300283,0.142653758542141,0.14899464776508,1030,6990,7060,7024,6913
"McCracken County, KY",county,05000US21145,10406,11170,10763,0.161799919146687,0.174044469374718,0.168043216912052,0.177565557729941,11342,64314,64179,64049,63875
"McCreary County, KY",county,05000US21147,4968,6197,6723,0.303000731885826,0.376579970831308,0.410114073079973,0.425010769893532,6906,16396,16456,16393,16249
"McLean County, KY",county,05000US21149,1770,1803,1983,0.18787814457064,0.191645408163265,0.211069717935072,0.183253333333333,1718,9421,9408,9395,9375
"Madison County, KY",county,05000US21151,16742,17189,16792,0.214437584855394,0.216720881559372,0.210152182619143,0.212901152153489,17222,78074,79314,79904,80892
"Magoffin County, KY",county,05000US21153,3719,3466,3672,0.286098930686976,0.268224733013465,0.286494499492861,0.295191626662469,3751,12999,12922,12817,12707
"Marion County, KY",county,05000US21155,3153,3188,3784,0.169579949443339,0.170371953826422,0.203331542181623,0.190694167698853,3541,18593,18712,18610,18569
"Marshall County, KY",county,05000US21157,3554,3264,3287,0.115667512855562,0.106614404703577,0.107752827405343,0.104999015941744,3201,30726,30615,30505,30486
"Martin County, KY",county,05000US21159,3988,3802,3896,0.35136563876652,0.338828981374209,0.351656286668472,0.324141090242785,3538,11350,11221,11079,10915
"Mason County, KY",county,05000US21161,3290,3392,3087,0.192747085359424,0.198967620835289,0.181919971713124,0.203893260753802,3446,17069,17048,16969,16901
"Meade County, KY",county,05000US21163,4877,4648,4810,0.169305005901548,0.160630356649157,0.166886406217473,0.15555477454047,4426,28806,28936,28822,28453
"Menifee County, KY",county,05000US21165,1695,1775,1851,0.275117675701996,0.288242936018188,0.298885838850315,0.241129032258064,1495,6161,6158,6193,6200
"Mercer County, KY",county,05000US21167,3534,3744,3862,0.167575513300773,0.177651245551601,0.182721423164269,0.181338111179216,3846,21089,21075,21136,21209
"Metcalfe County, KY",county,05000US21169,1979,2142,2158,0.200020214271276,0.216516729000303,0.218598055105348,0.228055949726333,2250,9894,9893,9872,9866
"Monroe County, KY",county,05000US21171,2699,2759,2937,0.252054538662682,0.258381719423113,0.276579715604106,0.260568720379147,2749,10708,10678,10619,10550
"Montgomery County, KY",county,05000US21173,6593,6695,6956,0.250474887926449,0.251757981423683,0.259746079163555,0.251111605157848,6777,26322,26593,26780,26988
"Morgan County, KY",county,05000US21175,3436,3496,3249,0.289079589432946,0.297051576174696,0.277242085502176,0.249395718232044,2889,11886,11769,11719,11584
"Muhlenberg County, KY",county,05000US21177,6096,6348,6000,0.203763746364943,0.211790611550395,0.199216415432632,0.196511048346902,5914,29917,29973,30118,30095
"Nelson County, KY",county,05000US21179,7945,7572,7072,0.182484266617667,0.172565464117232,0.160105046297344,0.139104423903021,6185,43538,43879,44171,44463
"Nicholas County, KY",county,05000US21181,1106,1112,1624,0.159734257654535,0.161159420289855,0.234546504910456,0.260242354298904,1804,6924,6900,6924,6932
"Ohio County, KY",county,05000US21183,4618,5232,5208,0.196854085851912,0.22240170031881,0.220136951559726,0.211713427277728,5003,23459,23525,23658,23631
"Oldham County, KY",county,05000US21185,3852,3707,3503,0.068174577891048,0.064809958390154,0.059675303657519,0.059810137197679,3566,56502,57198,58701,59622
"Owen County, KY",county,05000US21187,1744,1617,1780,0.162096849149549,0.151149747616377,0.168083097261567,0.176532066508314,1858,10759,10698,10590,10525
"Owsley County, KY",county,05000US21189,1752,1797,1710,0.377260981912145,0.391844744875709,0.379157427937916,0.37148639532269,1652,4644,4586,4510,4447
"Pendleton County, KY",county,05000US21191,2271,2144,2188,0.156426505028241,0.149075232930051,0.153339407106314,0.148204949459742,2126,14518,14382,14269,14345
"Perry County, KY",county,05000US21193,7006,7306,6894,0.25252306805075,0.266292462458084,0.25415668202765,0.274176802135865,7394,27744,27436,27125,26968
"Pike County, KY",county,05000US21195,14793,15238,14256,0.234081270966517,0.241409356632499,0.22897894280345,0.251934777318082,15528,63196,63121,62259,61635
"Powell County, KY",county,05000US21197,3896,3362,3392,0.317315523700928,0.275460876689881,0.281237045021143,0.25973484532644,3115,12278,12205,12061,11993
"Pulaski County, KY",county,05000US21199,14487,16223,16497,0.232584648482027,0.25969680961757,0.263496677740864,0.249772469622699,15643,62287,62469,62608,62629
"Robertson County, KY",county,05000US21201,505,582,473,0.227990970654628,0.265874828688899,0.220307405682347,0.244016893477241,520,2215,2189,2147,2131
"Rockcastle County, KY",county,05000US21203,4228,4155,4105,0.254576107899807,0.250150511739916,0.247214694369166,0.233997584541063,3875,16608,16610,16605,16560
"Rowan County, KY",county,05000US21205,5925,5365,5410,0.286301038898285,0.259881805851579,0.259808865197138,0.258989424206816,5510,20695,20644,20823,21275
"Russell County, KY",county,05000US21207,4763,4697,4475,0.273484152503445,0.270004598758335,0.257598434262031,0.264590992647059,4606,17416,17396,17372,17408
"Scott County, KY",county,05000US21209,5772,5012,5332,0.124137041099426,0.105711634185438,0.110047056881037,0.107172416577508,5309,46497,47412,48452,49537
"Shelby County, KY",county,05000US21211,5118,5218,5566,0.123685927644457,0.123637569898588,0.129773840055957,0.128508157973243,5600,41379,42204,42890,43577
"Simpson County, KY",county,05000US21213,3443,3354,3473,0.202636690012359,0.19580827835834,0.200972165962618,0.190972422131383,3317,16991,17129,17281,17369
"Spencer County, KY",county,05000US21215,1315,1187,1466,0.077071855585512,0.068951495788557,0.084175470831419,0.101089176310415,1782,17062,17215,17416,17628
"Taylor County, KY",county,05000US21217,5106,5489,5658,0.216530257410627,0.229252808754124,0.237272498532249,0.252477094647817,6090,23581,23943,23846,24121
"Todd County, KY",county,05000US21219,2514,2452,2277,0.204523267165636,0.199187652315191,0.184731461950349,0.171929824561404,2107,12292,12310,12326,12255
"Trigg County, KY",county,05000US21221,2279,2195,2500,0.160821395808341,0.155101752402487,0.178291256596777,0.162011173184358,2262,14171,14152,14022,13962
"Trimble County, KY",county,05000US21223,1510,1425,1486,0.172394108916543,0.165486006271049,0.173638700630989,0.179873772791024,1539,8759,8611,8558,8556
"Union County, KY",county,05000US21225,3820,4237,4091,0.257031355133899,0.285339080072732,0.277205583412386,0.240212432763669,3528,14862,14849,14758,14687
"Warren County, KY",county,05000US21227,20830,21011,21047,0.190936256806057,0.190572506621195,0.187954884397967,0.192068531825258,21838,109094,110252,111979,113699
"Washington County, KY",county,05000US21229,1620,1937,2034,0.141868815132674,0.168332319457721,0.175753909962845,0.17644539614561,2060,11419,11507,11573,11675
"Wayne County, KY",county,05000US21231,4933,5192,5477,0.242598603324481,0.255059933189232,0.270402369785238,0.253715865883166,5138,20334,20356,20255,20251
"Webster County, KY",county,05000US21233,1973,1900,2296,0.148423982547205,0.144212523719165,0.176357631154467,0.201448270549264,2615,13293,13175,13019,12981
"Whitley County, KY",county,05000US21235,8891,8188,8871,0.260001169727453,0.241441335181199,0.260116115411682,0.270299679440049,9191,34196,33913,34104,34003
"Wolfe County, KY",county,05000US21237,2902,3160,3058,0.405477155232639,0.443384313175249,0.429856620747821,0.408174770965469,2896,7157,7127,7114,7095
"Woodford County, KY",county,05000US21239,2867,3201,3259,0.116185767547415,0.129046563192905,0.130600304560391,0.144302893201572,3636,24676,24805,24954,25197
"Acadia Parish, LA",county,05000US22001,11353,12086,12539,0.186834526454373,0.198583657843282,0.20632517729913,0.206175935487043,12579,60765,60861,60773,61011
"Allen Parish, LA",county,05000US22003,3443,3590,3501,0.161347766999391,0.168205032094832,0.16460576425784,0.159060846560847,3367,21339,21343,21269,21168
"Ascension Parish, LA",county,05000US22005,13359,14179,13447,0.122851546334869,0.127695023325348,0.118269450649967,0.114778112882378,13320,108741,111038,113698,116050
"Assumption Parish, LA",county,05000US22007,4315,3899,3643,0.187486421898762,0.170120860421484,0.159738665263527,0.18409710616589,4186,23015,22919,22806,22738
"Avoyelles Parish, LA",county,05000US22009,8627,8407,8750,0.22564867127014,0.221068132214889,0.231837210534683,0.231023366104495,8671,38232,38029,37742,37533
"Beauregard Parish, LA",county,05000US22011,5799,6524,7137,0.168223485727547,0.186923385479342,0.202135493372607,0.190299341003016,6815,34472,34902,35308,35812
"Bienville Parish, LA",county,05000US22013,3732,3800,3754,0.268759902059628,0.275462123957956,0.275341059116914,0.250496433036699,3406,13886,13795,13634,13597
"Bossier Parish, LA",county,05000US22015,16848,16264,17303,0.142872891632676,0.135897992947743,0.143033098568264,0.155107778819119,18867,117923,119678,120972,121638
"Caddo Parish, LA",county,05000US22017,48657,52639,53752,0.194841546334783,0.21055852670232,0.215251664884649,0.224284344610327,55675,249726,249997,249717,248234
"Calcasieu Parish, LA",county,05000US22019,32865,32952,32864,0.17350515790474,0.172458549656674,0.171056192875435,0.171882669642811,33266,189418,191072,192124,193539
"Caldwell Parish, LA",county,05000US22021,1948,1894,2053,0.201656314699793,0.197394476289734,0.216128013475103,0.251393123751446,2391,9660,9595,9499,9511
"Cameron Parish, LA",county,05000US22023,584,555,650,0.086582653817643,0.083320822699294,0.097305389221557,0.089248589248589,601,6745,6661,6680,6734
"Catahoula Parish, LA",county,05000US22025,2063,1951,1890,0.21805305993024,0.208931248661384,0.204103671706264,0.204538016799389,1875,9461,9338,9260,9167
"Claiborne Parish, LA",county,05000US22027,4525,4394,4058,0.297110965200263,0.292699173994138,0.276562393511893,0.303242830359003,4367,15230,15012,14673,14401
